time,rk4_theta,rk4_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.549687e-03
0.020000,1.499844e-01,-3.098743e-03
0.030000,1.499533e-01,-4.647012e-03
0.040000,1.499066e-01,-6.194338e-03
0.050000,1.498443e-01,-7.740566e-03
0.060000,1.497665e-01,-9.285541e-03
0.070000,1.496732e-01,-1.082911e-02
0.080000,1.495644e-01,-1.237111e-02
0.090000,1.494400e-01,-1.391140e-02
0.100000,1.493002e-01,-1.544982e-02
0.110000,1.491450e-01,-1.698621e-02
0.120000,1.489742e-01,-1.852043e-02
0.130000,1.487881e-01,-2.005231e-02
0.140000,1.485866e-01,-2.158171e-02
0.150000,1.483697e-01,-2.310846e-02
0.160000,1.481374e-01,-2.463243e-02
0.170000,1.478899e-01,-2.615346e-02
0.180000,1.476270e-01,-2.767138e-02
0.190000,1.473489e-01,-2.918607e-02
0.200000,1.470556e-01,-3.069735e-02
0.210000,1.467471e-01,-3.220509e-02
0.220000,1.464234e-01,-3.370912e-02
0.230000,1.460846e-01,-3.520931e-02
0.240000,1.457308e-01,-3.670550e-02
0.250000,1.453619e-01,-3.819754e-02
0.260000,1.449780e-01,-3.968528e-02
0.270000,1.445792e-01,-4.116858e-02
0.280000,1.441654e-01,-4.264729e-02
0.290000,1.437368e-01,-4.412126e-02
0.300000,1.432934e-01,-4.559034e-02
0.310000,1.428352e-01,-4.705439e-02
0.320000,1.423623e-01,-4.851326e-02
0.330000,1.418747e-01,-4.996681e-02
0.340000,1.413725e-01,-5.141489e-02
0.350000,1.408558e-01,-5.285736e-02
0.360000,1.403246e-01,-5.429407e-02
0.370000,1.397789e-01,-5.572489e-02
0.380000,1.392189e-01,-5.714967e-02
0.390000,1.386445e-01,-5.856827e-02
0.400000,1.380559e-01,-5.998055e-02
0.410000,1.374531e-01,-6.138637e-02
0.420000,1.368361e-01,-6.278559e-02
0.430000,1.362051e-01,-6.417807e-02
0.440000,1.355601e-01,-6.556367e-02
