time,rk4_theta,rk4_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.549766e-03
0.020000,1.499844e-01,-3.099057e-03
0.030000,1.499533e-01,-4.647720e-03
0.040000,1.499066e-01,-6.195597e-03
0.050000,1.498443e-01,-7.742534e-03
0.060000,1.497665e-01,-9.288375e-03
0.070000,1.496731e-01,-1.083297e-02
0.080000,1.495643e-01,-1.237615e-02
0.090000,1.494399e-01,-1.391778e-02
0.100000,1.493000e-01,-1.545769e-02
0.110000,1.491447e-01,-1.699573e-02
0.120000,1.489738e-01,-1.853174e-02
0.130000,1.487876e-01,-2.006558e-02
0.140000,1.485859e-01,-2.159709e-02
0.150000,1.483689e-01,-2.312611e-02
0.160000,1.481365e-01,-2.465250e-02
0.170000,1.478887e-01,-2.617609e-02
0.180000,1.476256e-01,-2.769675e-02
0.190000,1.473473e-01,-2.921430e-02
0.200000,1.470537e-01,-3.072861e-02
0.210000,1.467448e-01,-3.223952e-02
0.220000,1.464208e-01,-3.374688e-02
0.230000,1.460817e-01,-3.525055e-02
0.240000,1.457274e-01,-3.675036e-02
0.250000,1.453580e-01,-3.824616e-02
0.260000,1.449737e-01,-3.973782e-02
0.270000,1.445743e-01,-4.122518e-02
0.280000,1.441600e-01,-4.270809e-02
0.290000,1.437307e-01,-4.418641e-02
0.300000,1.432867e-01,-4.565998e-02
0.310000,1.428278e-01,-4.712866e-02
0.320000,1.423541e-01,-4.859231e-02
0.330000,1.418658e-01,-5.005077e-02
0.340000,1.413627e-01,-5.150390e-02
0.350000,1.408451e-01,-5.295156e-02
0.360000,1.403129e-01,-5.439360e-02
0.370000,1.397663e-01,-5.582988e-02
0.380000,1.392052e-01,-5.726025e-02
0.390000,1.386297e-01,-5.868457e-02
0.400000,1.380399e-01,-6.010271e-02
0.410000,1.374359e-01,-6.151452e-02
0.420000,1.368176e-01,-6.291985e-02
0.430000,1.361853e-01,-6.431857e-02
0.440000,1.355389e-01,-6.571055e-02
0.450000,1.348785e-01,-6.709563e-02
0.460000,1.342041e-01,-6.847369e-02
0.470000,1.335160e-01,-6.984459e-02
0.480000,1.328140e-01,-7.120818e-02
0.490000,1.320984e-01,-7.256434e-02
0.500000,1.313691e-01,-7.391293e-02
0.510000,1.306263e-01,-7.525381e-02
0.520000,1.298699e-01,-7.658686e-02
0.530000,1.291002e-01,-7.791194e-02
0.540000,1.283172e-01,-7.922892e-02
0.550000,1.275209e-01,-8.053766e-02
0.560000,1.267115e-01,-8.183805e-02
0.570000,1.258890e-01,-8.312994e-02
0.580000,1.250536e-01,-8.441321e-02
0.590000,1.242052e-01,-8.568774e-02
0.600000,1.233440e-01,-8.695340e-02
0.610000,1.224701e-01,-8.821006e-02
0.620000,1.215836e-01,-8.945760e-02
0.630000,1.206845e-01,-9.069589e-02
0.640000,1.197730e-01,-9.192481e-02
0.650000,1.188492e-01,-9.314425e-02
0.660000,1.179130e-01,-9.435407e-02
0.670000,1.169648e-01,-9.555417e-02
0.680000,1.160044e-01,-9.674441e-02
0.690000,1.150321e-01,-9.792469e-02
0.700000,1.140480e-01,-9.909489e-02
0.710000,1.130521e-01,-1.002549e-01
0.720000,1.120445e-01,-1.014046e-01
0.730000,1.110254e-01,-1.025438e-01
0.740000,1.099948e-01,-1.036726e-01
