time,leapfrog_theta,leapfrog_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.500000e-03
0.020000,1.499700e-01,-2.996942e-03
0.030000,1.499401e-01,-4.493290e-03
0.040000,1.498801e-01,-5.986582e-03
0.050000,1.498203e-01,-7.478688e-03
0.060000,1.497306e-01,-8.967742e-03
0.070000,1.496410e-01,-1.045502e-02
0.080000,1.495215e-01,-1.193925e-02
0.090000,1.494022e-01,-1.342110e-02
0.100000,1.492530e-01,-1.489993e-02
0.110000,1.491042e-01,-1.637579e-02
0.120000,1.489255e-01,-1.784863e-02
0.130000,1.487472e-01,-1.931791e-02
0.140000,1.485392e-01,-2.078419e-02
0.150000,1.483315e-01,-2.224632e-02
0.160000,1.480942e-01,-2.370546e-02
0.170000,1.478574e-01,-2.515988e-02
0.180000,1.475910e-01,-2.661132e-02
0.190000,1.473252e-01,-2.805744e-02
0.200000,1.470299e-01,-2.950062e-02
0.210000,1.467352e-01,-3.093790e-02
0.220000,1.464111e-01,-3.237225e-02
0.230000,1.460877e-01,-3.380012e-02
0.240000,1.457351e-01,-3.522509e-02
0.250000,1.453832e-01,-3.664301e-02
0.260000,1.450023e-01,-3.805805e-02
0.270000,1.446221e-01,-3.946546e-02
0.280000,1.442130e-01,-4.087004e-02
0.290000,1.438047e-01,-4.226640e-02
0.300000,1.433676e-01,-4.365996e-02
0.310000,1.429315e-01,-4.504474e-02
0.320000,1.424667e-01,-4.642675e-02
0.330000,1.420029e-01,-4.779942e-02
0.340000,1.415108e-01,-4.916936e-02
0.350000,1.410196e-01,-5.052940e-02
0.360000,1.405002e-01,-5.188674e-02
0.370000,1.399818e-01,-5.323362e-02
0.380000,1.394355e-01,-5.457784e-02
0.390000,1.388903e-01,-5.591106e-02
0.400000,1.383173e-01,-5.724166e-02
0.410000,1.377454e-01,-5.856070e-02
0.420000,1.371461e-01,-5.987718e-02
0.430000,1.365479e-01,-6.118155e-02
0.440000,1.359224e-01,-6.248341e-02
0.450000,1.352982e-01,-6.377261e-02
0.460000,1.346470e-01,-6.505935e-02
0.470000,1.339970e-01,-6.633291e-02
0.480000,1.333203e-01,-6.760406e-02
0.490000,1.326450e-01,-6.886149e-02
0.500000,1.319431e-01,-7.011657e-02
0.510000,1.312426e-01,-7.135740e-02
0.520000,1.305159e-01,-7.259594e-02
0.530000,1.297907e-01,-7.381972e-02
0.540000,1.290395e-01,-7.504126e-02
0.550000,1.282899e-01,-7.624752e-02
0.560000,1.275146e-01,-7.745161e-02
0.570000,1.267408e-01,-7.863991e-02
0.580000,1.259418e-01,-7.982610e-02
0.590000,1.251443e-01,-8.099600e-02
0.600000,1.243219e-01,-8.216385e-02
0.610000,1.235010e-01,-8.331492e-02
0.620000,1.226556e-01,-8.446402e-02
0.630000,1.218118e-01,-8.559584e-02
0.640000,1.209437e-01,-8.672575e-02
0.650000,1.200773e-01,-8.783790e-02
0.660000,1.191869e-01,-8.894821e-02
0.670000,1.182983e-01,-9.004029e-02
0.680000,1.173861e-01,-9.113061e-02
0.690000,1.164757e-01,-9.220223e-02
0.700000,1.155420e-01,-9.327215e-02
0.710000,1.146102e-01,-9.432291e-02
0.720000,1.136556e-01,-9.537205e-02
0.730000,1.127028e-01,-9.640158e-02
0.740000,1.117276e-01,-9.742957e-02
0.750000,1.107542e-01,-9.843750e-02
0.760000,1.097588e-01,-9.944397e-02
0.770000,1.087653e-01,-1.004299e-01
0.780000,1.077502e-01,-1.014145e-01
0.790000,1.067370e-01,-1.023782e-01
0.800000,1.057026e-01,-1.033405e-01
0.810000,1.046702e-01,-1.042816e-01
0.820000,1.036170e-01,-1.052213e-01
0.830000,1.025658e-01,-1.061394e-01
0.840000,1.014942e-01,-1.070563e-01
0.850000,1.004247e-01,-1.079510e-01
0.860000,9.933521e-02,-1.088447e-01
0.870000,9.824777e-02,-1.097158e-01
0.880000,9.714089e-02,-1.105860e-01
0.890000,9.603605e-02,-1.114332e-01
0.900000,9.491223e-02,-1.122795e-01
0.910000,9.379046e-02,-1.131025e-01
0.920000,9.265018e-02,-1.139247e-01
0.930000,9.151197e-02,-1.147232e-01
0.940000,9.035571e-02,-1.155211e-01
0.950000,8.920155e-02,-1.162948e-01
0.960000,8.802982e-02,-1.170680e-01
0.970000,8.686019e-02,-1.178168e-01
0.980000,8.567348e-02,-1.185650e-01
0.990000,8.448889e-02,-1.192885e-01
1.000000,8.328771e-02,-1.200116e-01
1.010000,8.208866e-02,-1.207096e-01
1.020000,8.087352e-02,-1.214073e-01
1.030000,7.966051e-02,-1.220795e-01
1.040000,7.843193e-02,-1.227516e-01
1.050000,7.720548e-02,-1.233979e-01
1.060000,7.596397e-02,-1.240441e-01
1.070000,7.472460e-02,-1.246643e-01
1.080000,7.347069e-02,-1.252845e-01
1.090000,7.221891e-02,-1.258783e-01
1.100000,7.095312e-02,-1.264722e-01
1.110000,6.968946e-02,-1.270395e-01
1.120000,6.841233e-02,-1.276070e-01
1.130000,6.713732e-02,-1.281476e-01
1.140000,6.584938e-02,-1.286885e-01
1.150000,6.456355e-02,-1.292022e-01
1.160000,6.326533e-02,-1.297163e-01
1.170000,6.196923e-02,-1.302031e-01
1.180000,6.066127e-02,-1.306903e-01
1.190000,5.935542e-02,-1.311499e-01
1.200000,5.803827e-02,-1.316100e-01
1.210000,5.672322e-02,-1.320423e-01
1.220000,5.539743e-02,-1.324753e-01
1.230000,5.407372e-02,-1.328802e-01
1.240000,5.273982e-02,-1.332858e-01
1.250000,5.140800e-02,-1.336632e-01
1.260000,5.006656e-02,-1.340415e-01
1.270000,4.872717e-02,-1.343913e-01
1.280000,4.737873e-02,-1.347420e-01
1.290000,4.603233e-02,-1.350642e-01
1.300000,4.467745e-02,-1.353873e-01
1.310000,4.332458e-02,-1.356817e-01
1.320000,4.196381e-02,-1.359772e-01
1.330000,4.060504e-02,-1.362438e-01
1.340000,3.923894e-02,-1.365115e-01
1.350000,3.787481e-02,-1.367502e-01
1.360000,3.650394e-02,-1.369902e-01
1.370000,3.513500e-02,-1.372010e-01
1.380000,3.375991e-02,-1.374132e-01
1.390000,3.238674e-02,-1.375961e-01
1.400000,3.100799e-02,-1.377804e-01
1.410000,2.963113e-02,-1.379353e-01
1.420000,2.824929e-02,-1.380918e-01
1.430000,2.686929e-02,-1.382188e-01
1.440000,2.548491e-02,-1.383474e-01
1.450000,2.410234e-02,-1.384464e-01
1.460000,2.271598e-02,-1.385472e-01
1.470000,2.133140e-02,-1.386183e-01
1.480000,1.994362e-02,-1.386912e-01
1.490000,1.855757e-02,-1.387344e-01
1.500000,1.716893e-02,-1.387796e-01
1.510000,1.578198e-02,-1.387948e-01
1.520000,1.439303e-02,-1.388122e-01
