time,leapfrog_theta,leapfrog_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.500000e-03
0.020000,1.499700e-01,-2.999388e-03
0.030000,1.499400e-01,-4.498177e-03
0.040000,1.498800e-01,-5.996355e-03
0.050000,1.498201e-01,-7.493333e-03
0.060000,1.497302e-01,-8.989701e-03
0.070000,1.496403e-01,-1.048427e-02
0.080000,1.495205e-01,-1.197823e-02
0.090000,1.494007e-01,-1.346980e-02
0.100000,1.492511e-01,-1.496075e-02
0.110000,1.491015e-01,-1.644872e-02
0.120000,1.489221e-01,-1.793608e-02
0.130000,1.487428e-01,-1.941985e-02
0.140000,1.485337e-01,-2.090301e-02
0.150000,1.483247e-01,-2.238200e-02
0.160000,1.480861e-01,-2.386038e-02
0.170000,1.478475e-01,-2.533399e-02
0.180000,1.475794e-01,-2.680700e-02
0.190000,1.473114e-01,-2.827465e-02
0.200000,1.470139e-01,-2.974170e-02
0.210000,1.467165e-01,-3.120280e-02
0.220000,1.463898e-01,-3.266331e-02
0.230000,1.460633e-01,-3.411728e-02
0.240000,1.457075e-01,-3.557066e-02
0.250000,1.453519e-01,-3.701692e-02
0.260000,1.449672e-01,-3.846261e-02
0.270000,1.445826e-01,-3.990058e-02
0.280000,1.441692e-01,-4.133799e-02
0.290000,1.437559e-01,-4.276711e-02
0.300000,1.433138e-01,-4.419567e-02
0.310000,1.428719e-01,-4.561537e-02
0.320000,1.424015e-01,-4.703451e-02
0.330000,1.419313e-01,-4.844422e-02
0.340000,1.414326e-01,-4.985338e-02
0.350000,1.409342e-01,-5.125254e-02
0.360000,1.404076e-01,-5.265117e-02
0.370000,1.398812e-01,-5.403923e-02
0.380000,1.393268e-01,-5.542676e-02
0.390000,1.387726e-01,-5.680316e-02
0.400000,1.381907e-01,-5.817905e-02
0.410000,1.376090e-01,-5.954325e-02
0.420000,1.369999e-01,-6.090695e-02
0.430000,1.363909e-01,-6.225842e-02
0.440000,1.357547e-01,-6.360938e-02
0.450000,1.351187e-01,-6.494757e-02
0.460000,1.344557e-01,-6.628527e-02
0.470000,1.337930e-01,-6.760966e-02
0.480000,1.331035e-01,-6.893357e-02
0.490000,1.324143e-01,-7.024362e-02
0.500000,1.316987e-01,-7.155321e-02
0.510000,1.309833e-01,-7.284842e-02
0.520000,1.302417e-01,-7.414317e-02
0.530000,1.295004e-01,-7.542302e-02
0.540000,1.287332e-01,-7.670243e-02
0.550000,1.279664e-01,-7.796641e-02
0.560000,1.271739e-01,-7.922997e-02
0.570000,1.263818e-01,-8.047759e-02
0.580000,1.255644e-01,-8.172479e-02
0.590000,1.247473e-01,-8.295555e-02
0.600000,1.239052e-01,-8.418591e-02
0.610000,1.230636e-01,-8.539933e-02
0.620000,1.221973e-01,-8.661236e-02
0.630000,1.213313e-01,-8.780796e-02
0.640000,1.204411e-01,-8.900318e-02
0.650000,1.195512e-01,-9.018049e-02
0.660000,1.186375e-01,-9.135743e-02
0.670000,1.177241e-01,-9.251599e-02
0.680000,1.167872e-01,-9.367419e-02
0.690000,1.158506e-01,-9.481354e-02
0.700000,1.148909e-01,-9.595254e-02
0.710000,1.139316e-01,-9.707223e-02
0.720000,1.129495e-01,-9.819159e-02
0.730000,1.119677e-01,-9.929118e-02
0.740000,1.109636e-01,-1.003905e-01
0.750000,1.099599e-01,-1.014695e-01
0.760000,1.089342e-01,-1.025483e-01
0.770000,1.079090e-01,-1.036064e-01
0.780000,1.068621e-01,-1.046642e-01
0.790000,1.058157e-01,-1.057010e-01
0.800000,1.047481e-01,-1.067374e-01
0.810000,1.036809e-01,-1.077524e-01
0.820000,1.025930e-01,-1.087671e-01
0.830000,1.015056e-01,-1.097599e-01
0.840000,1.003979e-01,-1.107525e-01
0.850000,9.929053e-02,-1.117227e-01
0.860000,9.816340e-02,-1.126927e-01
0.870000,9.703667e-02,-1.136400e-01
0.880000,9.589060e-02,-1.145871e-01
0.890000,9.474493e-02,-1.155111e-01
0.900000,9.358037e-02,-1.164349e-01
0.910000,9.241623e-02,-1.173352e-01
0.920000,9.123367e-02,-1.182354e-01
0.930000,9.005152e-02,-1.191117e-01
0.940000,8.885144e-02,-1.199879e-01
0.950000,8.765177e-02,-1.208398e-01
0.960000,8.643464e-02,-1.216916e-01
0.970000,8.521793e-02,-1.225189e-01
0.980000,8.398426e-02,-1.233460e-01
0.990000,8.275101e-02,-1.241483e-01
1.000000,8.150130e-02,-1.249504e-01
1.010000,8.025200e-02,-1.257274e-01
1.020000,7.898675e-02,-1.265042e-01
1.030000,7.772192e-02,-1.272555e-01
1.040000,7.644164e-02,-1.280068e-01
1.050000,7.516178e-02,-1.287321e-01
1.060000,7.386700e-02,-1.294575e-01
1.070000,7.257263e-02,-1.301567e-01
1.080000,7.126386e-02,-1.308559e-01
1.090000,6.995552e-02,-1.315286e-01
1.100000,6.863329e-02,-1.322014e-01
1.110000,6.731149e-02,-1.328474e-01
1.120000,6.597634e-02,-1.334934e-01
1.130000,6.464162e-02,-1.341125e-01
1.140000,6.329409e-02,-1.347316e-01
1.150000,6.194699e-02,-1.353234e-01
1.160000,6.058762e-02,-1.359153e-01
1.170000,5.922868e-02,-1.364798e-01
1.180000,5.785803e-02,-1.370443e-01
1.190000,5.648780e-02,-1.375810e-01
1.200000,5.510641e-02,-1.381179e-01
1.210000,5.372544e-02,-1.386268e-01
1.220000,5.233387e-02,-1.391359e-01
1.230000,5.094272e-02,-1.396168e-01
1.240000,4.954153e-02,-1.400978e-01
1.250000,4.814076e-02,-1.405505e-01
1.260000,4.673052e-02,-1.410033e-01
1.270000,4.532070e-02,-1.414276e-01
1.280000,4.390197e-02,-1.418521e-01
1.290000,4.248365e-02,-1.422478e-01
1.300000,4.105702e-02,-1.426438e-01
1.310000,3.963078e-02,-1.430108e-01
1.320000,3.819680e-02,-1.433781e-01
1.330000,3.676322e-02,-1.437163e-01
1.340000,3.532247e-02,-1.440547e-01
1.350000,3.388212e-02,-1.443640e-01
1.360000,3.243519e-02,-1.446735e-01
1.370000,3.098865e-02,-1.449537e-01
1.380000,2.953612e-02,-1.452342e-01
1.390000,2.808397e-02,-1.454852e-01
1.400000,2.662642e-02,-1.457365e-01
1.410000,2.516924e-02,-1.459583e-01
1.420000,2.370725e-02,-1.461804e-01
1.430000,2.224563e-02,-1.463728e-01
1.440000,2.077979e-02,-1.465656e-01
1.450000,1.931432e-02,-1.467287e-01
1.460000,1.784522e-02,-1.468921e-01
1.470000,1.637648e-02,-1.470257e-01
1.480000,1.490471e-02,-1.471597e-01
1.490000,1.343328e-02,-1.472638e-01
1.500000,1.195943e-02,-1.473683e-01
1.510000,1.048592e-02,-1.474429e-01
1.520000,9.010574e-03,-1.475179e-01
