time,rk4_theta,rk4_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.549844e-03
0.020000,1.499844e-01,-3.099371e-03
0.030000,1.499533e-01,-4.648428e-03
0.040000,1.499066e-01,-6.196857e-03
0.050000,1.498443e-01,-7.744503e-03
0.060000,1.497664e-01,-9.291211e-03
0.070000,1.496731e-01,-1.083682e-02
0.080000,1.495642e-01,-1.238119e-02
0.090000,1.494397e-01,-1.392415e-02
0.100000,1.492998e-01,-1.546556e-02
0.110000,1.491443e-01,-1.700524e-02
0.120000,1.489734e-01,-1.854307e-02
0.130000,1.487871e-01,-2.007887e-02
0.140000,1.485853e-01,-2.161249e-02
0.150000,1.483681e-01,-2.314378e-02
0.160000,1.481355e-01,-2.467259e-02
0.170000,1.478875e-01,-2.619876e-02
0.180000,1.476242e-01,-2.772214e-02
0.190000,1.473456e-01,-2.924258e-02
0.200000,1.470517e-01,-3.075992e-02
0.210000,1.467426e-01,-3.227401e-02
0.220000,1.464182e-01,-3.378470e-02
0.230000,1.460787e-01,-3.529185e-02
0.240000,1.457240e-01,-3.679529e-02
0.250000,1.453542e-01,-3.829487e-02
0.260000,1.449693e-01,-3.979046e-02
0.270000,1.445694e-01,-4.128189e-02
0.280000,1.441545e-01,-4.276902e-02
0.290000,1.437247e-01,-4.425169e-02
0.300000,1.432799e-01,-4.572977e-02
0.310000,1.428204e-01,-4.720310e-02
0.320000,1.423460e-01,-4.867153e-02
0.330000,1.418568e-01,-5.013492e-02
0.340000,1.413529e-01,-5.159312e-02
0.350000,1.408344e-01,-5.304598e-02
0.360000,1.403013e-01,-5.449337e-02
0.370000,1.397536e-01,-5.593512e-02
0.380000,1.391915e-01,-5.737111e-02
0.390000,1.386149e-01,-5.880119e-02
0.400000,1.380239e-01,-6.022520e-02
0.410000,1.374186e-01,-6.164302e-02
0.420000,1.367991e-01,-6.305450e-02
0.430000,1.361654e-01,-6.445949e-02
0.440000,1.355176e-01,-6.585786e-02
0.450000,1.348557e-01,-6.724947e-02
0.460000,1.341798e-01,-6.863418e-02
0.470000,1.334900e-01,-7.001185e-02
0.480000,1.327864e-01,-7.138234e-02
0.490000,1.320690e-01,-7.274551e-02
0.500000,1.313379e-01,-7.410123e-02
0.510000,1.305932e-01,-7.544937e-02
0.520000,1.298349e-01,-7.678978e-02
0.530000,1.290631e-01,-7.812234e-02
0.540000,1.282780e-01,-7.944691e-02
0.550000,1.274796e-01,-8.076336e-02
0.560000,1.266679e-01,-8.207156e-02
0.570000,1.258430e-01,-8.337138e-02
0.580000,1.250051e-01,-8.466268e-02
0.590000,1.241543e-01,-8.594534e-02
0.600000,1.232905e-01,-8.721924e-02
0.610000,1.224139e-01,-8.848423e-02
0.620000,1.215246e-01,-8.974020e-02
0.630000,1.206227e-01,-9.098703e-02
0.640000,1.197083e-01,-9.222458e-02
0.650000,1.187814e-01,-9.345274e-02
0.660000,1.178422e-01,-9.467138e-02
0.670000,1.168908e-01,-9.588038e-02
0.680000,1.159271e-01,-9.707962e-02
0.690000,1.149515e-01,-9.826898e-02
0.700000,1.139639e-01,-9.944834e-02
0.710000,1.129644e-01,-1.006176e-01
0.720000,1.119532e-01,-1.017766e-01
0.730000,1.109303e-01,-1.029253e-01
0.740000,1.098959e-01,-1.040635e-01
0.750000,1.088500e-01,-1.051911e-01
0.760000,1.077928e-01,-1.063080e-01
0.770000,1.067244e-01,-1.074142e-01
0.780000,1.056449e-01,-1.085094e-01
0.790000,1.045543e-01,-1.095936e-01
0.800000,1.034529e-01,-1.106667e-01
0.810000,1.023407e-01,-1.117286e-01
0.820000,1.012178e-01,-1.127791e-01
0.830000,1.000844e-01,-1.138182e-01
0.840000,9.894046e-02,-1.148457e-01
0.850000,9.778624e-02,-1.158616e-01
0.860000,9.662182e-02,-1.168658e-01
0.870000,9.544730e-02,-1.178581e-01
0.880000,9.426280e-02,-1.188384e-01
0.890000,9.306846e-02,-1.198067e-01
0.900000,9.186438e-02,-1.207629e-01
0.910000,9.065069e-02,-1.217068e-01
0.920000,8.942752e-02,-1.226384e-01
0.930000,8.819498e-02,-1.235576e-01
0.940000,8.695321e-02,-1.244642e-01
0.950000,8.570232e-02,-1.253583e-01
0.960000,8.444245e-02,-1.262397e-01
0.970000,8.317372e-02,-1.271083e-01
0.980000,8.189626e-02,-1.279640e-01
0.990000,8.061020e-02,-1.288068e-01
1.000000,7.931567e-02,-1.296366e-01
1.010000,7.801280e-02,-1.304532e-01
1.020000,7.670172e-02,-1.312567e-01
1.030000,7.538257e-02,-1.320469e-01
1.040000,7.405548e-02,-1.328237e-01
1.050000,7.272058e-02,-1.335871e-01
1.060000,7.137801e-02,-1.343370e-01
1.070000,7.002790e-02,-1.350733e-01
1.080000,6.867039e-02,-1.357960e-01
1.090000,6.730562e-02,-1.365049e-01
1.100000,6.593372e-02,-1.372001e-01
1.110000,6.455483e-02,-1.378814e-01
1.120000,6.316910e-02,-1.385487e-01
1.130000,6.177667e-02,-1.392021e-01
1.140000,6.037766e-02,-1.398414e-01
1.150000,5.897223e-02,-1.404667e-01
1.160000,5.756052e-02,-1.410777e-01
1.170000,5.614266e-02,-1.416745e-01
1.180000,5.471881e-02,-1.422569e-01
1.190000,5.328911e-02,-1.428251e-01
1.200000,5.185369e-02,-1.433788e-01
1.210000,5.041271e-02,-1.439180e-01
1.220000,4.896631e-02,-1.444428e-01
1.230000,4.751463e-02,-1.449529e-01
1.240000,4.605783e-02,-1.454485e-01
1.250000,4.459605e-02,-1.459294e-01
1.260000,4.312944e-02,-1.463955e-01
1.270000,4.165814e-02,-1.468469e-01
1.280000,4.018230e-02,-1.472835e-01
1.290000,3.870208e-02,-1.477053e-01
1.300000,3.721761e-02,-1.481122e-01
1.310000,3.572906e-02,-1.485041e-01
1.320000,3.423657e-02,-1.488811e-01
1.330000,3.274029e-02,-1.492431e-01
1.340000,3.124037e-02,-1.495900e-01
1.350000,2.973697e-02,-1.499219e-01
1.360000,2.823023e-02,-1.502386e-01
