time,euler_theta,euler_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.500000e-03
0.020000,1.499850e-01,-2.999541e-03
0.030000,1.499550e-01,-4.498474e-03
0.040000,1.499100e-01,-5.996648e-03
0.050000,1.498501e-01,-7.493915e-03
0.060000,1.497751e-01,-8.990124e-03
0.070000,1.496852e-01,-1.048513e-02
0.080000,1.495804e-01,-1.197877e-02
0.090000,1.494606e-01,-1.347091e-02
0.100000,1.493259e-01,-1.496140e-02
0.110000,1.491763e-01,-1.645008e-02
0.120000,1.490118e-01,-1.793681e-02
0.130000,1.488324e-01,-1.942145e-02
0.140000,1.486382e-01,-2.090383e-02
0.150000,1.484291e-01,-2.238382e-02
0.160000,1.482053e-01,-2.386126e-02
0.170000,1.479667e-01,-2.533602e-02
0.180000,1.477133e-01,-2.680794e-02
0.190000,1.474452e-01,-2.827687e-02
0.200000,1.471625e-01,-2.974268e-02
0.210000,1.468650e-01,-3.120521e-02
0.220000,1.465530e-01,-3.266432e-02
0.230000,1.462263e-01,-3.411986e-02
0.240000,1.458851e-01,-3.557169e-02
0.250000,1.455294e-01,-3.701966e-02
0.260000,1.451592e-01,-3.846363e-02
0.270000,1.447746e-01,-3.990346e-02
0.280000,1.443756e-01,-4.133901e-02
0.290000,1.439622e-01,-4.277012e-02
0.300000,1.435345e-01,-4.419666e-02
0.310000,1.430925e-01,-4.561849e-02
0.320000,1.426363e-01,-4.703547e-02
0.330000,1.421660e-01,-4.844744e-02
0.340000,1.416815e-01,-4.985429e-02
0.350000,1.411830e-01,-5.125586e-02
0.360000,1.406704e-01,-5.265201e-02
0.370000,1.401439e-01,-5.404261e-02
0.380000,1.396034e-01,-5.542753e-02
0.390000,1.390492e-01,-5.680661e-02
0.400000,1.384811e-01,-5.817973e-02
0.410000,1.378993e-01,-5.954675e-02
0.420000,1.373038e-01,-6.090753e-02
0.430000,1.366948e-01,-6.226194e-02
0.440000,1.360721e-01,-6.360985e-02
0.450000,1.354360e-01,-6.495112e-02
0.460000,1.347865e-01,-6.628562e-02
0.470000,1.341237e-01,-6.761321e-02
0.480000,1.334475e-01,-6.893377e-02
0.490000,1.327582e-01,-7.024717e-02
0.500000,1.320557e-01,-7.155327e-02
0.510000,1.313402e-01,-7.285194e-02
0.520000,1.306117e-01,-7.414307e-02
0.530000,1.298703e-01,-7.542651e-02
0.540000,1.291160e-01,-7.670215e-02
0.550000,1.283490e-01,-7.796985e-02
0.560000,1.275693e-01,-7.922950e-02
0.570000,1.267770e-01,-8.048096e-02
0.580000,1.259722e-01,-8.172412e-02
0.590000,1.251549e-01,-8.295885e-02
0.600000,1.243253e-01,-8.418503e-02
0.610000,1.234835e-01,-8.540253e-02
0.620000,1.226295e-01,-8.661125e-02
0.630000,1.217633e-01,-8.781106e-02
0.640000,1.208852e-01,-8.900184e-02
0.650000,1.199952e-01,-9.018347e-02
0.660000,1.190934e-01,-9.135585e-02
0.670000,1.181798e-01,-9.251884e-02
0.680000,1.172546e-01,-9.367235e-02
0.690000,1.163179e-01,-9.481625e-02
0.700000,1.153698e-01,-9.595043e-02
0.710000,1.144102e-01,-9.707479e-02
0.720000,1.134395e-01,-9.818920e-02
0.730000,1.124576e-01,-9.929357e-02
0.740000,1.114647e-01,-1.003878e-01
0.750000,1.104608e-01,-1.014717e-01
0.760000,1.094461e-01,-1.025453e-01
0.770000,1.084206e-01,-1.036084e-01
0.780000,1.073845e-01,-1.046609e-01
0.790000,1.063379e-01,-1.057028e-01
0.800000,1.052809e-01,-1.067338e-01
0.810000,1.042136e-01,-1.077540e-01
0.820000,1.031360e-01,-1.087632e-01
0.830000,1.020484e-01,-1.097613e-01
0.840000,1.009508e-01,-1.107482e-01
0.850000,9.984330e-02,-1.117238e-01
0.860000,9.872606e-02,-1.126881e-01
0.870000,9.759918e-02,-1.136409e-01
0.880000,9.646277e-02,-1.145821e-01
0.890000,9.531695e-02,-1.155117e-01
0.900000,9.416183e-02,-1.164296e-01
0.910000,9.299753e-02,-1.173356e-01
0.920000,9.182418e-02,-1.182297e-01
0.930000,9.064188e-02,-1.191118e-01
0.940000,8.945076e-02,-1.199818e-01
0.950000,8.825095e-02,-1.208396e-01
0.960000,8.704255e-02,-1.216851e-01
0.970000,8.582570e-02,-1.225183e-01
0.980000,8.460052e-02,-1.233391e-01
0.990000,8.336712e-02,-1.241474e-01
1.000000,8.212565e-02,-1.249431e-01
1.010000,8.087622e-02,-1.257262e-01
1.020000,7.961896e-02,-1.264965e-01
1.030000,7.835399e-02,-1.272540e-01
1.040000,7.708145e-02,-1.279986e-01
1.050000,7.580147e-02,-1.287303e-01
1.060000,7.451416e-02,-1.294489e-01
1.070000,7.321967e-02,-1.301545e-01
1.080000,7.191813e-02,-1.308469e-01
1.090000,7.060966e-02,-1.315260e-01
1.100000,6.929440e-02,-1.321919e-01
1.110000,6.797248e-02,-1.328444e-01
1.120000,6.664404e-02,-1.334835e-01
1.130000,6.530920e-02,-1.341092e-01
1.140000,6.396811e-02,-1.347212e-01
1.150000,6.262090e-02,-1.353197e-01
1.160000,6.126770e-02,-1.359045e-01
1.170000,5.990865e-02,-1.364757e-01
1.180000,5.854390e-02,-1.370330e-01
1.190000,5.717357e-02,-1.375765e-01
1.200000,5.579780e-02,-1.381062e-01
1.210000,5.441674e-02,-1.386220e-01
1.220000,5.303052e-02,-1.391237e-01
1.230000,5.163928e-02,-1.396115e-01
1.240000,5.024317e-02,-1.400852e-01
1.250000,4.884232e-02,-1.405448e-01
1.260000,4.743687e-02,-1.409902e-01
1.270000,4.602697e-02,-1.414215e-01
1.280000,4.461275e-02,-1.418385e-01
1.290000,4.319437e-02,-1.422412e-01
1.300000,4.177195e-02,-1.426297e-01
1.310000,4.034566e-02,-1.430038e-01
1.320000,3.891562e-02,-1.433635e-01
1.330000,3.748198e-02,-1.437088e-01
1.340000,3.604490e-02,-1.440397e-01
1.350000,3.460450e-02,-1.443561e-01
1.360000,3.316094e-02,-1.446580e-01
1.370000,3.171436e-02,-1.449454e-01
1.380000,3.026490e-02,-1.452182e-01
1.390000,2.881272e-02,-1.454764e-01
1.400000,2.735796e-02,-1.457201e-01
1.410000,2.590076e-02,-1.459491e-01
1.420000,2.444127e-02,-1.461635e-01
1.430000,2.297963e-02,-1.463632e-01
1.440000,2.151600e-02,-1.465482e-01
1.450000,2.005052e-02,-1.467186e-01
1.460000,1.858333e-02,-1.468742e-01
1.470000,1.711459e-02,-1.470151e-01
1.480000,1.564444e-02,-1.471413e-01
1.490000,1.417303e-02,-1.472527e-01
1.500000,1.270050e-02,-1.473494e-01
1.510000,1.122700e-02,-1.474314e-01
1.520000,9.752690e-03,-1.474986e-01
