time,euler_theta,euler_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.500000e-03
0.020000,1.499850e-01,-3.000000e-03
0.030000,1.499550e-01,-4.499850e-03
0.040000,1.499100e-01,-5.999400e-03
0.050000,1.498500e-01,-7.498500e-03
0.060000,1.497750e-01,-8.997000e-03
0.070000,1.496851e-01,-1.049475e-02
0.080000,1.495801e-01,-1.199160e-02
0.090000,1.494602e-01,-1.348740e-02
0.100000,1.493253e-01,-1.498200e-02
0.110000,1.491755e-01,-1.647526e-02
0.120000,1.490107e-01,-1.796701e-02
0.130000,1.488311e-01,-1.945712e-02
0.140000,1.486365e-01,-2.094543e-02
0.150000,1.484270e-01,-2.243180e-02
0.160000,1.482027e-01,-2.391607e-02
0.170000,1.479636e-01,-2.539809e-02
0.180000,1.477096e-01,-2.687773e-02
0.190000,1.474408e-01,-2.835482e-02
0.200000,1.471573e-01,-2.982923e-02
0.210000,1.468590e-01,-3.130081e-02
0.220000,1.465460e-01,-3.276939e-02
0.230000,1.462183e-01,-3.423485e-02
0.240000,1.458759e-01,-3.569704e-02
0.250000,1.455189e-01,-3.715580e-02
0.260000,1.451474e-01,-3.861099e-02
0.270000,1.447613e-01,-4.006246e-02
0.280000,1.443607e-01,-4.151007e-02
0.290000,1.439456e-01,-4.295368e-02
0.300000,1.435160e-01,-4.439313e-02
0.310000,1.430721e-01,-4.582829e-02
0.320000,1.426138e-01,-4.725902e-02
0.330000,1.421412e-01,-4.868515e-02
0.340000,1.416544e-01,-5.010657e-02
0.350000,1.411533e-01,-5.152311e-02
0.360000,1.406381e-01,-5.293464e-02
0.370000,1.401087e-01,-5.434102e-02
0.380000,1.395653e-01,-5.574211e-02
0.390000,1.390079e-01,-5.713776e-02
0.400000,1.384365e-01,-5.852784e-02
0.410000,1.378512e-01,-5.991221e-02
0.420000,1.372521e-01,-6.129072e-02
0.430000,1.366392e-01,-6.266324e-02
0.440000,1.360126e-01,-6.402963e-02
0.450000,1.353723e-01,-6.538976e-02
0.460000,1.347184e-01,-6.674348e-02
0.470000,1.340509e-01,-6.809066e-02
0.480000,1.333700e-01,-6.943117e-02
0.490000,1.326757e-01,-7.076487e-02
0.500000,1.319681e-01,-7.209163e-02
0.510000,1.312472e-01,-7.341131e-02
0.520000,1.305130e-01,-7.472378e-02
0.530000,1.297658e-01,-7.602891e-02
0.540000,1.290055e-01,-7.732657e-02
0.550000,1.282323e-01,-7.861663e-02
0.560000,1.274461e-01,-7.989895e-02
0.570000,1.266471e-01,-8.117341e-02
0.580000,1.258354e-01,-8.243988e-02
0.590000,1.250110e-01,-8.369824e-02
0.600000,1.241740e-01,-8.494835e-02
0.610000,1.233245e-01,-8.619009e-02
0.620000,1.224626e-01,-8.742333e-02
0.630000,1.215884e-01,-8.864796e-02
0.640000,1.207019e-01,-8.986384e-02
0.650000,1.198032e-01,-9.107086e-02
0.660000,1.188925e-01,-9.226889e-02
0.670000,1.179698e-01,-9.345782e-02
0.680000,1.170353e-01,-9.463752e-02
0.690000,1.160889e-01,-9.580787e-02
0.700000,1.151308e-01,-9.696876e-02
0.710000,1.141611e-01,-9.812006e-02
0.720000,1.131799e-01,-9.926168e-02
0.730000,1.121873e-01,-1.003935e-01
0.740000,1.111834e-01,-1.015153e-01
0.750000,1.101682e-01,-1.026272e-01
0.760000,1.091420e-01,-1.037289e-01
0.770000,1.081047e-01,-1.048203e-01
0.780000,1.070565e-01,-1.059013e-01
0.790000,1.059974e-01,-1.069719e-01
0.800000,1.049277e-01,-1.080319e-01
0.810000,1.038474e-01,-1.090811e-01
0.820000,1.027566e-01,-1.101196e-01
0.830000,1.016554e-01,-1.111472e-01
0.840000,1.005439e-01,-1.121637e-01
0.850000,9.942229e-02,-1.131692e-01
0.860000,9.829060e-02,-1.141634e-01
0.870000,9.714897e-02,-1.151463e-01
0.880000,9.599750e-02,-1.161178e-01
0.890000,9.483632e-02,-1.170778e-01
0.900000,9.366555e-02,-1.180261e-01
0.910000,9.248529e-02,-1.189628e-01
0.920000,9.129566e-02,-1.198876e-01
0.930000,9.009678e-02,-1.208006e-01
0.940000,8.888878e-02,-1.217016e-01
0.950000,8.767176e-02,-1.225905e-01
0.960000,8.644585e-02,-1.234672e-01
0.970000,8.521118e-02,-1.243316e-01
0.980000,8.396787e-02,-1.251837e-01
0.990000,8.271603e-02,-1.260234e-01
1.000000,8.145580e-02,-1.268506e-01
1.010000,8.018729e-02,-1.276651e-01
1.020000,7.891064e-02,-1.284670e-01
1.030000,7.762597e-02,-1.292561e-01
1.040000,7.633341e-02,-1.300324e-01
1.050000,7.503308e-02,-1.307957e-01
1.060000,7.372513e-02,-1.315460e-01
1.070000,7.240967e-02,-1.322833e-01
1.080000,7.108683e-02,-1.330074e-01
1.090000,6.975676e-02,-1.337183e-01
1.100000,6.841958e-02,-1.344158e-01
1.110000,6.707542e-02,-1.351000e-01
1.120000,6.572442e-02,-1.357708e-01
1.130000,6.436671e-02,-1.364280e-01
1.140000,6.300243e-02,-1.370717e-01
1.150000,6.163171e-02,-1.377017e-01
1.160000,6.025469e-02,-1.383180e-01
1.170000,5.887151e-02,-1.389206e-01
1.180000,5.748231e-02,-1.395093e-01
1.190000,5.608722e-02,-1.400841e-01
1.200000,5.468637e-02,-1.406450e-01
1.210000,5.327992e-02,-1.411919e-01
1.220000,5.186801e-02,-1.417247e-01
1.230000,5.045076e-02,-1.422433e-01
1.240000,4.902833e-02,-1.427478e-01
1.250000,4.760085e-02,-1.432381e-01
1.260000,4.616847e-02,-1.437141e-01
1.270000,4.473133e-02,-1.441758e-01
1.280000,4.328957e-02,-1.446231e-01
1.290000,4.184334e-02,-1.450560e-01
1.300000,4.039278e-02,-1.454745e-01
1.310000,3.893803e-02,-1.458784e-01
1.320000,3.747925e-02,-1.462678e-01
1.330000,3.601657e-02,-1.466426e-01
1.340000,3.455014e-02,-1.470027e-01
1.350000,3.308012e-02,-1.473482e-01
1.360000,3.160663e-02,-1.476790e-01
1.370000,3.012984e-02,-1.479951e-01
1.380000,2.864989e-02,-1.482964e-01
1.390000,2.716693e-02,-1.485829e-01
1.400000,2.568110e-02,-1.488546e-01
1.410000,2.419255e-02,-1.491114e-01
1.420000,2.270144e-02,-1.493533e-01
1.430000,2.120791e-02,-1.495803e-01
1.440000,1.971210e-02,-1.497924e-01
1.450000,1.821418e-02,-1.499895e-01
1.460000,1.671429e-02,-1.501717e-01
1.470000,1.521257e-02,-1.503388e-01
1.480000,1.370918e-02,-1.504909e-01
1.490000,1.220427e-02,-1.506280e-01
1.500000,1.069799e-02,-1.507501e-01
1.510000,9.190491e-03,-1.508570e-01
1.520000,7.681921e-03,-1.509489e-01
