time,rk4_theta,rk4_w
0.000000,1.500000e-01,0.000000e+00
0.010000,1.500000e-01,-1.549922e-03
0.020000,1.499844e-01,-3.099686e-03
0.030000,1.499533e-01,-4.649136e-03
0.040000,1.499065e-01,-6.198117e-03
0.050000,1.498443e-01,-7.746472e-03
0.060000,1.497664e-01,-9.294047e-03
0.070000,1.496730e-01,-1.084069e-02
0.080000,1.495640e-01,-1.238623e-02
0.090000,1.494396e-01,-1.393053e-02
0.100000,1.492996e-01,-1.547343e-02
0.110000,1.491440e-01,-1.701477e-02
0.120000,1.489730e-01,-1.855440e-02
0.130000,1.487866e-01,-2.009216e-02
0.140000,1.485846e-01,-2.162790e-02
0.150000,1.483673e-01,-2.316147e-02
0.160000,1.481345e-01,-2.469270e-02
0.170000,1.478863e-01,-2.622145e-02
0.180000,1.476228e-01,-2.774756e-02
0.190000,1.473439e-01,-2.927089e-02
0.200000,1.470498e-01,-3.079127e-02
0.210000,1.467403e-01,-3.230855e-02
0.220000,1.464156e-01,-3.382258e-02
0.230000,1.460757e-01,-3.533321e-02
0.240000,1.457206e-01,-3.684029e-02
0.250000,1.453503e-01,-3.834367e-02
0.260000,1.449650e-01,-3.984319e-02
0.270000,1.445645e-01,-4.133870e-02
0.280000,1.441491e-01,-4.283005e-02
0.290000,1.437186e-01,-4.431710e-02
0.300000,1.432732e-01,-4.579970e-02
0.310000,1.428129e-01,-4.727769e-02
0.320000,1.423378e-01,-4.875092e-02
0.330000,1.418478e-01,-5.021926e-02
0.340000,1.413431e-01,-5.168254e-02
0.350000,1.408237e-01,-5.314063e-02
0.360000,1.402896e-01,-5.459338e-02
0.370000,1.397409e-01,-5.604064e-02
0.380000,1.391777e-01,-5.748226e-02
0.390000,1.386000e-01,-5.891811e-02
0.400000,1.380079e-01,-6.034803e-02
0.410000,1.374014e-01,-6.177188e-02
0.420000,1.367806e-01,-6.318953e-02
0.430000,1.361455e-01,-6.460082e-02
0.440000,1.354962e-01,-6.600562e-02
0.450000,1.348329e-01,-6.740379e-02
0.460000,1.341555e-01,-6.879517e-02
0.470000,1.334641e-01,-7.017965e-02
0.480000,1.327587e-01,-7.155706e-02
0.490000,1.320396e-01,-7.292729e-02
0.500000,1.313066e-01,-7.429018e-02
0.510000,1.305600e-01,-7.564561e-02
0.520000,1.297998e-01,-7.699343e-02
0.530000,1.290260e-01,-7.833351e-02
0.540000,1.282387e-01,-7.966572e-02
0.550000,1.274381e-01,-8.098992e-02
0.560000,1.266241e-01,-8.230597e-02
0.570000,1.257969e-01,-8.361376e-02
0.580000,1.249566e-01,-8.491314e-02
0.590000,1.241032e-01,-8.620398e-02
0.600000,1.232368e-01,-8.748616e-02
0.610000,1.223576e-01,-8.875955e-02
0.620000,1.214655e-01,-9.002401e-02
0.630000,1.205608e-01,-9.127943e-02
0.640000,1.196434e-01,-9.252567e-02
0.650000,1.187135e-01,-9.376261e-02
0.660000,1.177712e-01,-9.499013e-02
0.670000,1.168165e-01,-9.620809e-02
0.680000,1.158496e-01,-9.741639e-02
0.690000,1.148705e-01,-9.861489e-02
0.700000,1.138794e-01,-9.980349e-02
0.710000,1.128764e-01,-1.009820e-01
0.720000,1.118615e-01,-1.021505e-01
0.730000,1.108349e-01,-1.033086e-01
0.740000,1.097966e-01,-1.044564e-01
0.750000,1.087468e-01,-1.055936e-01
0.760000,1.076856e-01,-1.067203e-01
0.770000,1.066130e-01,-1.078362e-01
0.780000,1.055292e-01,-1.089413e-01
0.790000,1.044344e-01,-1.100354e-01
0.800000,1.033285e-01,-1.111185e-01
0.810000,1.022117e-01,-1.121904e-01
0.820000,1.010842e-01,-1.132510e-01
0.830000,9.994601e-02,-1.143003e-01
0.840000,9.879727e-02,-1.153380e-01
0.850000,9.763810e-02,-1.163642e-01
