time,euler_T,euler_U,euler_E
9.320000,5.800275e-03,4.480559e-01,4.538561e-01
9.330000,4.814362e-03,4.490748e-01,4.538892e-01
9.340000,3.920133e-03,4.500042e-01,4.539243e-01
9.350000,3.117691e-03,4.508436e-01,4.539613e-01
9.360000,2.407105e-03,4.515929e-01,4.540000e-01
9.370000,1.788406e-03,4.522517e-01,4.540401e-01
9.380000,1.261588e-03,4.528200e-01,4.540816e-01
9.390000,8.266084e-04,4.532976e-01,4.541242e-01
9.400000,4.833889e-04,4.536844e-01,4.541678e-01
9.410000,2.318139e-04,4.539803e-01,4.542121e-01
9.420000,7.173173e-05,4.541852e-01,4.542569e-01
9.430000,2.954429e-06,4.542992e-01,4.543022e-01
9.440000,2.525800e-05,4.543224e-01,4.543476e-01
9.450000,1.383825e-04,4.542547e-01,4.543931e-01
9.460000,3.420323e-04,4.540964e-01,4.544384e-01
9.470000,6.358760e-04,4.538474e-01,4.544833e-01
9.480000,1.019547e-03,4.535081e-01,4.545277e-01
9.490000,1.492644e-03,4.530787e-01,4.545713e-01
9.500000,2.054729e-03,4.525593e-01,4.546141e-01
9.510000,2.705332e-03,4.519504e-01,4.546557e-01
9.520000,3.443946e-03,4.512521e-01,4.546961e-01
9.530000,4.270032e-03,4.504650e-01,4.547350e-01
9.540000,5.183015e-03,4.495893e-01,4.547723e-01
9.550000,6.182288e-03,4.486255e-01,4.548077e-01
9.560000,7.267210e-03,4.475740e-01,4.548412e-01
9.570000,8.437107e-03,4.464354e-01,4.548725e-01
9.580000,9.691272e-03,4.452102e-01,4.549015e-01
9.590000,1.102897e-02,4.438990e-01,4.549280e-01
9.600000,1.244942e-02,4.425023e-01,4.549517e-01
9.610000,1.395183e-02,4.410208e-01,4.549727e-01
9.620000,1.553537e-02,4.394552e-01,4.549906e-01
9.630000,1.719916e-02,4.378061e-01,4.550053e-01
9.640000,1.894231e-02,4.360743e-01,4.550166e-01
9.650000,2.076391e-02,4.342605e-01,4.550244e-01
9.660000,2.266299e-02,4.323656e-01,4.550286e-01
9.670000,2.463856e-02,4.303903e-01,4.550288e-01
9.680000,2.668963e-02,4.283355e-01,4.550251e-01
9.690000,2.881515e-02,4.262021e-01,4.550173e-01
9.700000,3.101404e-02,4.239910e-01,4.550051e-01
9.710000,3.328522e-02,4.217032e-01,4.549884e-01
9.720000,3.562756e-02,4.193396e-01,4.549672e-01
9.730000,3.803991e-02,4.169012e-01,4.549412e-01
9.740000,4.052110e-02,4.143891e-01,4.549102e-01
9.750000,4.306993e-02,4.118043e-01,4.548742e-01
9.760000,4.568517e-02,4.091479e-01,4.548330e-01
9.770000,4.836557e-02,4.064210e-01,4.547865e-01
9.780000,5.110987e-02,4.036247e-01,4.547346e-01
9.790000,5.391677e-02,4.007602e-01,4.546770e-01
9.800000,5.678494e-02,3.978287e-01,4.546137e-01
9.810000,5.971305e-02,3.948315e-01,4.545445e-01
9.820000,6.269973e-02,3.917696e-01,4.544694e-01
9.830000,6.574362e-02,3.886445e-01,4.543881e-01
9.840000,6.884329e-02,3.854573e-01,4.543006e-01
9.850000,7.199733e-02,3.822095e-01,4.542068e-01
9.860000,7.520429e-02,3.789022e-01,4.541065e-01
9.870000,7.846273e-02,3.755369e-01,4.539997e-01
9.880000,8.177115e-02,3.721150e-01,4.538862e-01
9.890000,8.512807e-02,3.686378e-01,4.537659e-01
9.900000,8.853197e-02,3.651067e-01,4.536387e-01
9.910000,9.198133e-02,3.615232e-01,4.535045e-01
9.920000,9.547460e-02,3.578887e-01,4.533633e-01
9.930000,9.901023e-02,3.542046e-01,4.532149e-01
9.940000,1.025866e-01,3.504725e-01,4.530592e-01
9.950000,1.062022e-01,3.466939e-01,4.528962e-01
9.960000,1.098555e-01,3.428703e-01,4.527257e-01
9.970000,1.135447e-01,3.390031e-01,4.525478e-01
9.980000,1.172682e-01,3.350940e-01,4.523623e-01
9.990000,1.210246e-01,3.311445e-01,4.521691e-01
